User_ID,Age,Gender,Country,Student_Working_Status,Daily_Social_Media_Hours,Screen_Time_Hours,Night_Scrolling_Frequency,Online_Gaming_Hours,Content_Type_Preference,Exercise_Frequency_per_Week,Daily_Sleep_Hours,Caffeine_Intake_Cups,Study_Work_Hours_per_Day,Overthinking_Score,Anxiety_Score,Mood_Stability_Score,Social_Comparison_Index,Sleep_Quality_Score,Motivation_Level,Emotional_Fatigue_Score,Wellbeing_Index,Burnout_Risk
U09520,22,Male,Pakistan,Working,4.36,6.97,2.71,1.32,Lifestyle,4.28,8.61,0.56,2.38,4.57,3.7,5.75,2.84,8.44,5.72,3.24,5.48,Medium
U09521,26,Female,Pakistan,Student,6.46,10.42,3.85,1.44,Lifestyle,3.17,6.01,0.45,9.15,5.35,5.03,5.05,6.1,7.01,6.01,3.79,4.55,Medium
U09522,21,Male,Canada,Student,2.54,5.91,2.75,0,Lifestyle,3.71,7.77,1.07,7.63,2.68,2.31,5.71,3.74,8.76,6.56,2.74,6.17,Medium
U09523,21,Male,Pakistan,Both,4.17,6.99,2.77,1.22,Educational,5.36,6.77,1.8,3.87,4.65,3.52,6.85,4.58,7.65,6.5,2.92,5.93,Medium
U09524,25,Female,Pakistan,Student,3.06,3.95,2.3,0.76,Lifestyle,3.67,7.85,1.26,7.48,5.59,4.6,5.26,4.12,9.15,4.34,1.71,5.2,Medium
U09525,18,Female,Australia,Both,3,4.38,2.33,2.27,Educational,2.87,6.43,3.41,9.16,4.03,4.36,4.34,4.44,6.43,5.53,5.79,3.74,High
U09526,25,Female,USA,Working,3.79,6.51,4.31,2.45,Lifestyle,1.53,5.82,2.27,10.74,5.51,4.34,5.81,4.66,6.38,4.36,4.98,3.96,High
U09527,22,Male,India,Working,4.02,6.67,3.19,3.77,Educational,2.99,5.81,1.66,5.12,3.72,4.08,6.96,5.26,6.07,4.96,5.11,4.46,Medium
U09528,18,Non-binary,UK,Student,6.67,9.61,2.37,4.05,Educational,3.72,7.43,0.68,3.42,3.83,4.15,5.98,7.23,6.7,6.9,6.69,4.72,Medium
U09529,21,Female,Canada,Student,3.21,8.01,3.11,0,Gaming,0,6.01,1.3,7.74,5.25,5.12,4.93,3.93,6.84,2.54,7.96,2.59,High
U09530,19,Non-binary,UK,Both,3.63,6.77,3.64,3.8,Gaming,1.99,8.63,1.33,6.41,4.57,4.23,4.76,2.54,8.21,6.39,5.25,4.87,Medium
U09531,21,Male,Canada,Student,1.21,5.55,1.88,0,Lifestyle,3.03,7.32,4.04,3.5,4.14,3.96,5.73,2.08,8.07,7.17,5.87,5.35,Medium
U09532,25,Female,Canada,Working,4.68,6.96,3.51,1.51,Lifestyle,2.28,6.1,1.11,4.43,6.98,4.77,3.84,5.62,6.63,4.61,3.32,3.68,High
U09533,22,Female,USA,Working,4.18,4.94,3.74,1.72,Educational,5.43,8.46,2.91,6.42,6.32,5.79,6.78,4.51,9.02,5.85,3.48,5.67,Medium
U09534,18,Male,Canada,Student,4.89,8.97,5.1,2.54,Educational,0.79,6.35,0.48,4.38,4.22,5.99,4.24,3.7,6.74,3.13,7.31,2.48,High
U09535,24,Non-binary,Canada,Working,4.36,8.69,3.52,0.95,Gaming,0,4.23,1.91,4.43,4.52,6.75,4.58,4.95,4.1,1.73,6.35,1.29,High
U09536,18,Male,USA,Student,1.28,5.75,1.31,1.89,News,6.02,6.08,2.63,7.27,4.21,3.05,7.12,3.2,6.23,5.88,3.53,5.31,Medium
U09537,26,Male,Pakistan,Student,6.6,8.66,3.79,1.19,Entertainment,2.8,4.92,2.01,6.74,7.57,6.87,4.69,5.57,6.52,3.52,8.4,2.36,High
U09538,20,Non-binary,India,Student,4.45,6.87,3.35,3.83,Entertainment,1.62,6.92,1.91,6.19,5.03,3.82,7.78,4.09,7.8,3.86,5.67,4.9,Medium
U09539,20,Non-binary,UK,Working,4.56,7,3.17,1.59,News,4.63,5.58,1.53,7.73,5.3,5.32,3.9,4.32,5.79,7.3,4.89,3.96,High
U09540,23,Male,Canada,Working,6.64,10.15,4.46,3.45,News,2.45,7.53,1.66,9.26,4.4,4.36,4.86,6.57,7.2,5.23,7.23,3.83,High
U09541,23,Male,USA,Student,3.27,5.32,3.56,0.17,Entertainment,2.83,6.15,1.29,6.37,4.18,3.94,8.11,3.11,5.98,5.43,3.49,5.27,Medium
U09542,23,Female,Canada,Student,1.92,5.25,3.88,3.38,Gaming,3.01,9.85,0.57,1,4.74,4.31,6.31,5.35,9.58,6.73,5.31,5.94,Medium
U09543,18,Non-binary,USA,Student,2.37,6.28,2.17,0.12,Entertainment,4.61,6.93,2.07,5.66,3.81,3.81,5.3,4.43,6.79,4.81,3.38,4.44,Medium
U09544,22,Female,UK,Student,3.95,7.66,3.57,2.9,News,3.17,7.1,1.88,8.85,5.27,5.08,2.81,4.98,6.44,6.19,6.28,3.25,High
U09545,23,Female,Australia,Student,3.83,5.83,2.46,1.68,Entertainment,4.61,7.23,1.96,8.65,4.64,4.76,4.86,3.99,7.47,7.29,3.98,5.08,Medium
U09546,25,Female,Pakistan,Working,6.44,10.4,2.46,1.99,Entertainment,4.19,6.85,0.19,6.05,5.57,5.46,5.19,5.75,7.36,6.22,6.34,4.29,Medium
U09547,18,Male,Australia,Both,4.58,7.65,2.54,5.14,News,1.31,8.02,1.03,4.78,4.91,4.12,5.39,5.12,10,6.32,5.21,5.68,Medium
U09548,22,Non-binary,USA,Student,1.82,4.24,1.36,0.76,Gaming,3.41,6.92,1.38,4.85,4.35,4.04,5.93,3.27,5.61,8.14,3.79,5.26,Medium
U09549,20,Male,Canada,Working,2.98,7.01,2.64,3.04,Entertainment,1.81,6.92,1.8,6.82,5.08,3.74,5.17,3.3,8.05,7.28,7.48,4.96,Medium
U09550,19,Female,Pakistan,Working,3.11,6.17,2.85,2.01,Lifestyle,4.11,6.98,0,2.26,4.86,4.97,4.07,5.07,5.69,7.22,5.36,3.94,High
U09551,25,Female,UK,Both,3.6,8.02,2.19,4.43,Lifestyle,2.67,7.94,0,8.37,4.71,3.11,6.32,6.36,7.62,6.57,5.6,5.39,Medium
U09552,24,Female,India,Student,2.95,7.01,4.87,4.19,Entertainment,2.87,5.92,2.48,7.01,5.2,3.95,6.5,5.93,6.07,4.53,4.15,4.35,Medium
U09553,24,Female,Pakistan,Working,2.17,5.86,3.05,3.63,News,0.64,3.96,1.13,3.65,4.75,5.92,5.12,3.31,3.6,2.09,6.04,1.61,High
U09554,22,Non-binary,Canada,Both,4.22,7.18,2.57,2.18,Lifestyle,2.29,6.89,2.77,4.8,3.93,3.88,5.24,3.6,5.34,5.82,5.54,3.9,High
U09555,26,Female,Australia,Both,3.31,4.89,2.21,0,Entertainment,0.57,7.27,1.73,3.58,5.32,3.44,7.33,3.62,7.32,2.3,3.83,4.44,Medium
U09556,22,Female,USA,Student,2.11,3.63,4.6,1.43,News,1.34,5.31,2.18,5.35,7.24,7.9,3.79,2.48,5.03,2.43,7.77,1.14,High
U09557,19,Male,Australia,Student,6.41,11.99,2.28,0,Lifestyle,2.36,5.21,1.53,5.49,6.48,7.31,2.32,4.97,4.03,4.41,8.53,1,High
U09558,20,Female,Pakistan,Working,3.9,7.44,3.12,0,Gaming,4.16,5.43,1.87,5.73,5.21,4.53,3.47,3.69,4.85,3.65,4.91,2.42,High
U09559,21,Male,India,Student,6.99,11.31,3.88,0.73,News,0.41,4.68,2.56,6.86,5.25,5.16,4.44,7.26,5.18,3.78,9.06,2.1,High
U09560,22,Male,Canada,Student,5.69,8.85,1.59,2.61,Lifestyle,0.6,7.18,0.51,5.67,4.69,3.98,4.8,5.63,6.95,5.72,5.9,4.18,Medium
U09561,20,Male,USA,Student,3.31,6.2,2.64,0,Educational,4.26,7.9,0.18,3.85,4.46,5.22,3.62,4.62,6.66,5.57,3.85,3.77,High
U09562,24,Female,Canada,Student,6.77,9.86,3.27,0,Educational,3.31,5.25,1.51,5.92,9.51,7.85,2.45,6.61,5.08,3.6,8.19,1.04,High
U09563,22,Non-binary,Canada,Student,5.66,8.89,2.89,0,News,4.39,7.12,0.04,4.82,3.92,5.52,4.5,5.86,8.9,5.28,7.24,4.1,Medium
U09564,22,Female,India,Student,3.13,6.18,3.5,3.88,Lifestyle,3.72,6.75,0,4.47,4.7,5.24,3.02,3.28,7.11,4.57,6.11,3.01,High
U09565,23,Male,Pakistan,Student,3.53,8.16,3.09,1.47,Gaming,3.62,5.8,0.68,5.49,5.46,5.09,4.25,3.77,5.35,5.51,4.62,3.42,High
U09566,24,Male,Australia,Student,4.45,8.31,3.95,3.02,News,2.43,7.83,2.45,7.51,4.86,5.34,5.06,3.77,8.12,5.4,7.51,4.05,Medium
U09567,25,Female,Canada,Student,3.68,7.07,1.71,2.33,News,1.4,9.4,1.92,5.73,5.47,2.28,6.6,3.17,9.6,8.13,5.35,6.84,Medium
U09568,26,Male,Canada,Working,5.55,9.41,3.57,0.42,Gaming,4.56,4.95,3.83,8.22,6.51,5.76,4.52,4.38,4.9,4.33,5.19,2.76,High
U09569,21,Male,Canada,Student,4.59,8.56,2.98,1.94,Entertainment,3.45,6.72,2.21,6.58,5,3.5,6.35,3,5.46,6.16,4.17,4.71,Medium
U09570,22,Female,USA,Working,5.57,8.93,3.09,2.98,Entertainment,4.09,6.45,2.96,6.93,5.75,6.76,4.23,5.04,5.72,4.49,7.39,2.45,High
U09571,22,Non-binary,Canada,Student,4.95,8.56,3.43,0.38,Gaming,5.78,6.61,1.33,4.65,6.21,5.96,4.46,4,7.64,7.35,6.73,4.36,Medium
U09572,25,Male,Canada,Working,2.98,6.73,1.64,2.58,Gaming,2.56,6.15,1.35,3.09,5.16,5.72,6.03,3.12,5.6,4.26,6.66,3.23,High
U09573,26,Male,Pakistan,Both,1.58,5.28,2.66,1.1,Lifestyle,3.74,7.27,3.25,4.06,4.45,1.81,7.18,1.98,7,3.56,3.74,4.99,Medium
U09574,24,Female,Canada,Student,2.91,5.89,4.21,2.67,Gaming,3.57,6.71,1.17,7.54,6.85,4.78,4.72,3.96,9.15,5.42,4.93,4.81,Medium
U09575,22,Female,India,Student,7.17,10.98,1.99,1.31,Educational,3.96,4.86,1.82,7.38,6.34,6.46,4.04,6.21,3.06,4.55,7.35,1.58,High
U09576,20,Female,India,Working,5.47,7.41,3.2,3.81,Educational,4.25,6.45,3.13,9.65,5.45,4.18,5.01,5.17,7.2,5.16,5.06,4.25,Medium
U09577,18,Male,Canada,Working,4.18,7.34,3.2,4.32,Entertainment,0.93,6.86,1.84,8.56,5.65,4.77,5.69,4.76,5.39,5.84,8.33,3.45,High
U09578,26,Male,India,Student,6.08,9.09,3.29,3.08,Educational,2.98,8.05,2.81,3.84,4.24,1.59,6.66,5.09,8.38,7.39,3.79,6.58,Medium
U09579,22,Non-binary,Pakistan,Both,4.05,7.8,0.05,4.69,Educational,1.99,6.03,0,9.49,1.22,5.77,5.05,5.27,6.17,4.46,6.24,3.22,High
U09580,26,Male,USA,Student,4.17,6.48,4.81,2.85,Lifestyle,1.85,6.7,0.49,6.57,6.22,6.88,4.04,4.86,6.62,5.29,6.99,3.01,High
U09581,21,Female,India,Working,4.58,7.04,1.88,0,Entertainment,4.42,5.46,2.36,3.24,6,4.26,5.96,5.07,6.3,4.02,3.77,4.09,Medium
U09582,22,Male,India,Student,3.38,5.55,4.67,0.42,Lifestyle,4.23,8.19,0.94,4.88,4.71,2.27,7.36,3.83,7.62,5.38,2.99,5.91,Medium
U09583,21,Female,Australia,Student,2.67,6.31,1.86,4.72,News,1.9,6.65,1.75,3.4,5.72,4.79,3.71,4.27,8.56,4.66,7.14,3.66,High
U09584,19,Female,Pakistan,Student,4.66,5.96,3.51,0.06,Educational,2.76,8.5,1.32,7.81,5.1,3.01,5.03,4.12,8.63,7.46,4.34,5.82,Medium
U09585,18,Female,India,Student,4.03,6.12,2.48,1.49,Educational,5.05,6.29,0.82,7.93,3.61,3.51,6.26,4.18,6.36,6.7,6.72,4.73,Medium
U09586,25,Female,USA,Both,3.64,4.64,2.02,0,Lifestyle,2.9,6.33,0,4.16,4.52,5.67,4.87,5.71,7.14,3.76,6.36,3.25,High
U09587,21,Male,Australia,Working,4.8,7.12,6.17,1.04,News,3.49,6.75,1.93,6.07,5.02,2.73,6.11,4.97,6.26,4.52,3.34,4.62,Medium
U09588,22,Non-binary,Canada,Working,3.43,6.47,2.71,3.42,Educational,4.24,7.19,0.83,8.1,5.95,2.8,5.76,3.59,7.21,6.91,5.08,5.31,Medium
U09589,23,Male,Pakistan,Both,5.18,9.39,1.29,2.63,Gaming,4.03,8.41,2.63,10.39,4.92,3.11,7.5,6.06,8.67,7.08,6.29,6.18,Medium
U09590,25,Male,India,Student,2.19,6.53,4.72,1.71,Lifestyle,1.8,8.27,2.55,8.75,4.23,4.78,3.83,2.06,8.57,4.82,6.3,3.89,High
U09591,25,Male,Canada,Student,2.09,3.69,4,0,Entertainment,6.68,5.56,1.12,6.1,4.8,4.84,4.87,1.3,5.73,6.37,6.37,3.79,High
U09592,24,Female,Pakistan,Both,2.02,4.64,4.87,2.96,News,4.29,6.17,1.95,9.68,6.52,7.23,6.79,3.27,5.29,3.74,4.97,3.24,High
U09593,21,Female,Australia,Student,4.02,7.44,1.39,3.13,Educational,3.85,3.54,1.19,7.14,4.48,4.07,5.68,3.82,5.42,4.28,5.58,3.52,High
U09594,23,Female,India,Working,1.98,4.66,1.92,1.82,Educational,4.55,5.22,0.94,4.93,4.11,4.35,5.56,1,4.8,4.95,4.02,3.71,High
U09595,21,Female,USA,Student,6.61,8.78,3.45,1.97,Entertainment,3.59,6.5,1.56,3.21,4.75,3.48,6.2,5.97,5.38,4.68,6.41,3.77,High
U09596,24,Female,Pakistan,Working,6.56,7.8,2.56,1,Educational,2.9,8.79,2.04,7.72,6.85,4.3,2.84,4.4,8.12,4.09,3.85,3.66,High
U09597,18,Female,USA,Student,4.59,6.48,2.3,1.32,Gaming,1.88,4.68,2.37,3.97,4.07,3.5,6.16,3,5.1,3.2,4.62,3.46,High
U09598,22,Female,Canada,Working,5.39,9.67,3.84,0,Gaming,1.2,7.99,0.7,4.91,5.18,2.68,5.6,5.88,9.23,5.87,5.84,5.48,Medium
U09599,21,Female,Canada,Both,2.72,6.86,1.53,3.48,News,1.28,6.3,0.39,5.39,2.12,2.09,6.17,4.12,6.59,7.25,5.66,5.38,Medium
U09600,24,Female,Australia,Working,5.74,11.43,1.56,2.68,Gaming,4.08,7.38,1.15,7.45,4.33,4.15,4.28,7.2,8.19,6.05,6.82,4.34,Medium
U09601,26,Male,Australia,Student,3.54,7.43,3.35,1.64,News,5.27,6.31,0.67,5.28,4.52,5.19,3.66,3.6,5.43,4.89,6.04,2.79,High
U09602,22,Male,UK,Student,3.92,5.95,1.83,0.79,News,1.58,7.07,0.49,2.56,3.71,3.63,7.76,4.8,7.38,6.42,4.16,5.89,Medium
U09603,21,Non-binary,UK,Student,3.71,7.18,2.44,3.6,Lifestyle,2.32,5.56,1.29,6.02,4.73,5.18,6.04,4.21,6.26,5.59,6.58,4,Medium
U09604,26,Male,Australia,Working,2.93,6.49,3.25,2.69,Educational,2.75,4.32,0.63,6.39,4.78,5.18,6.61,4.39,4.51,3.93,6.3,3.1,High
U09605,22,Male,India,Student,4.87,8.54,2.19,2.82,Educational,5.25,7.09,1.49,6.17,5.07,4.63,5.41,5.4,6.96,5.87,6.71,4.19,Medium
U09606,26,Non-binary,Canada,Both,3.19,6.03,1.97,2.92,Gaming,3.5,7.93,1.92,5.38,5.34,5.31,4.12,2.97,8.89,6.45,4.58,4.84,Medium
U09607,25,Male,USA,Working,3.61,6.32,4.54,2.28,Educational,4.05,6.95,1.06,4.4,5.6,3,4.15,4.44,7.85,5.87,5.01,4.62,Medium
U09608,21,Female,Australia,Both,0.6,4.08,2.74,1.08,News,5.1,8.23,1.79,6.18,4.12,3.64,4.56,2.64,8.5,6,3.41,5.18,Medium
U09609,24,Female,India,Student,4.56,6.72,3.78,0,News,1.94,5.26,1.73,4.64,4.89,4.74,6.18,6.48,4.78,4.35,4.22,3.61,High
U09610,22,Non-binary,USA,Both,3.85,7.94,2.3,0,Entertainment,3.93,7.4,2.57,5.94,3.91,2.6,5.6,4.06,7.23,6.42,5.53,5.07,Medium
U09611,21,Male,UK,Working,2.59,4.51,2.81,0,Educational,3.6,6.15,1.5,1.43,6.38,5.47,4.09,2.91,5.41,3.64,5.29,2.58,High
U09612,22,Male,USA,Working,3.64,5.46,3.25,2.09,Educational,3.42,8.94,0.4,7.68,5.05,3.72,5.39,4.85,7.35,6.8,3.65,5.28,Medium
U09613,22,Non-binary,Australia,Student,3.3,5.9,3.01,2.94,Gaming,2.29,4.8,0.66,5.66,4.98,6.14,4.52,4.26,5.31,3.79,6.74,2.39,High
U09614,26,Male,Canada,Student,1.68,5.24,3.28,1.87,Gaming,4.55,6.79,3.22,1.59,6.06,6.91,3.56,2.67,8.09,5.07,5.92,3.44,High
U09615,26,Female,Australia,Student,6.44,10.45,5.56,0,Lifestyle,3.03,5.85,0.31,9.59,5.25,7.3,2.8,5.74,6.34,3.96,9.26,1.61,High
U09616,23,Female,Pakistan,Student,6.12,9.58,4.14,0.8,Gaming,3.67,5.3,0.43,6.92,6.84,7.11,2.53,6.63,4.52,3.54,6.23,1.31,High
U09617,21,Male,India,Student,5.07,7.46,3.67,2.22,News,4.87,8.03,0,3.48,5.29,5.54,4.58,4.32,8.65,6.42,5.25,4.75,Medium
U09618,19,Non-binary,India,Both,5.87,8.72,4.33,0.25,News,0.25,4.57,2.88,4.86,5.39,4.48,5.7,5.65,4.67,3.91,5.79,3.05,High
U09619,20,Female,India,Student,3.25,5.81,2.49,1.64,Educational,1.63,5.78,1.54,2.73,4.62,5.08,4.14,5.81,4.89,5.35,5.46,3.03,High
U09620,19,Male,Pakistan,Student,3.99,8.05,4.98,1.89,Entertainment,2.17,6.25,0.17,4.76,6.4,7.21,2.87,3.72,5.65,6.18,7.74,2.41,High
U09621,22,Male,Pakistan,Student,3.2,6.41,1.22,2.24,Educational,2.49,5.95,0,5.9,4.33,3.88,6.79,3.6,4.79,4.41,6.09,3.67,High
U09622,23,Male,Canada,Both,4.38,8.77,3.63,0,Entertainment,2.48,6.98,1.24,6.05,4.87,4.34,4.89,5.38,6.35,4.61,5.58,3.63,High
U09623,22,Male,India,Student,5.43,9.2,4.64,3.63,Gaming,3.58,6.31,1.22,4.61,7.39,5.31,5.04,4.51,5.54,5.95,7.07,3.45,High
U09624,19,Female,Australia,Student,3.89,6.62,1.3,2.1,Lifestyle,2.59,5.92,3.14,5.38,4.18,4.94,4.93,4.4,6.44,6.42,6.29,4.06,Medium
U09625,22,Male,Pakistan,Student,2.07,4.94,3.11,1.06,Lifestyle,3.04,7.67,1.5,6.82,2.65,2.98,4.93,3.14,7.9,6.57,4.14,5.28,Medium
U09626,26,Male,Australia,Working,4.62,7.7,2.37,1.43,Lifestyle,5.6,6.39,0.59,6.29,4.25,5.45,4.34,4.68,6.13,6.61,6.1,3.76,High
U09627,21,Non-binary,UK,Student,3.09,6.03,1.4,4.24,Gaming,2.81,7.12,1.79,9.69,3.79,2.46,6.39,5.01,7.69,5.32,3.61,5.45,Medium
U09628,19,Female,India,Student,5.4,9.16,3.26,0.64,Entertainment,1.4,4.7,0.65,2.95,5.07,3.64,4.59,6.88,3.81,4.48,4.02,3.02,High
U09629,20,Male,Pakistan,Student,6.81,10.24,2.59,0.51,Educational,4,5.77,0.28,5.76,5.59,5.7,4.55,6.74,4.08,4.09,6.66,2.18,High
U09630,20,Non-binary,Pakistan,Student,5.6,8.05,4.34,1.61,Lifestyle,3.33,6.07,0.84,8.54,5.58,5.66,5.5,3.33,6.66,2.95,6.37,3.03,High
U09631,26,Male,Canada,Student,3.68,8.72,2.93,0,Educational,7,8.08,0,11.11,4.45,3.26,6.75,4.94,6.77,4.6,4.27,4.79,Medium
U09632,21,Non-binary,Australia,Working,4.17,7.38,1.72,4.39,Lifestyle,2.25,7.37,3.02,4.1,2.62,1.86,5.51,5.82,7.15,7.46,6.17,5.37,Medium
U09633,18,Female,Canada,Working,3.86,5.89,2.81,0,Entertainment,3.9,4.09,2,6.65,4.58,4.29,5.58,4.88,2.54,4.71,5.23,2.69,High
U09634,18,Female,Canada,Student,2.65,6.27,2.42,2.51,Gaming,3.14,7.15,1.43,6.21,5.59,5.16,4.52,3.78,6.87,4.27,4.98,3.53,High
U09635,24,Female,Australia,Student,3.2,5.15,4.76,1.74,Entertainment,4.33,8.84,1.59,2.12,5.4,3.9,4.95,3.79,8.58,9.32,4.92,6.15,Medium
U09636,24,Female,UK,Student,3.77,7.09,3.44,1.42,Entertainment,2.41,7.23,1.15,4.97,4.39,2.36,7.32,4.45,7.01,6.15,5.02,5.6,Medium
U09637,19,Female,Australia,Student,3.67,6.61,3.01,2.23,News,5.4,5.24,1.93,7.92,4.66,3.49,6.11,3.59,5.93,4.62,4.6,4.21,Medium
U09638,26,Female,UK,Student,2.16,5.23,5.35,0.52,Lifestyle,2.32,6.24,2.54,3.38,5.61,6.39,4.02,2.75,5.52,4.37,6.51,2.49,High
U09639,26,Male,Canada,Working,4.07,6.23,3.37,2.47,Entertainment,7,7.1,1.57,8.44,4.04,5.13,3.75,6.08,6.26,7.58,3.25,4.47,Medium
U09640,22,Male,UK,Student,3.91,6.79,2.49,0.16,News,1.69,5.51,2.81,5.79,5.04,4.56,5.11,4.46,6.1,3.88,5.14,3.42,High
U09641,20,Female,India,Working,0.62,3.52,2.62,0.23,Educational,1.68,6.72,1.65,5.43,4.5,3.52,5.79,2.13,7.85,4.64,4.27,4.79,Medium
U09642,20,Female,UK,Student,3.81,6.8,3.64,0,Entertainment,0.37,8.08,1.31,7.61,4.6,4.03,4.7,4.31,9.13,6.61,5.07,5.29,Medium
U09643,20,Female,UK,Student,0.5,5.35,2.11,1.04,Gaming,6.62,7.15,2.91,8.88,1.71,2.72,7.1,2.69,7.82,7.03,4.26,6.16,Medium
U09644,23,Female,Pakistan,Student,2.47,4.92,6.69,1.64,News,3.88,5.86,0.5,12.57,5.02,3.25,5.58,2.51,5.34,5.02,2.36,4.38,Medium
U09645,21,Female,Pakistan,Student,2.23,5.44,3.36,2.39,Gaming,4.61,8.27,1.16,5.1,5.22,1.78,8.58,4.29,8.89,6.25,3.07,7.1,Low
U09646,25,Male,Canada,Working,3.65,5.34,3.2,0.87,News,2.37,5.2,0.9,6.42,5.15,4.52,5.47,5.33,5.12,3.32,4.94,3.06,High
U09647,22,Male,Australia,Working,2.98,3.91,0.82,1.82,Lifestyle,2.42,6.91,1.94,5.05,3.03,2.86,6.62,4.23,7.65,4.08,4.72,4.85,Medium
U09648,18,Female,UK,Student,3.49,6.17,0.27,1.37,Educational,5.62,4.59,1.42,7,4.75,5.4,6.44,4.34,4.38,4.97,4.51,3.61,High
U09649,26,Female,India,Working,6.85,11.26,2.25,2.16,Gaming,4.01,5.1,2.91,10.68,6.49,6.21,5.79,7.89,5.38,5.3,7.04,3.28,High
U09650,18,Female,Pakistan,Student,2.55,4.29,2.36,0.44,Entertainment,6.71,5.64,2.5,4.2,3.33,6.74,3.41,4.53,6.55,5.25,4.59,3.18,High
U09651,23,Female,Australia,Working,5.65,9.37,2.15,2.23,Educational,6.72,7.27,1.46,4.46,4.95,3.52,6.34,5.18,8.35,6.36,3.89,5.78,Medium
U09652,18,Female,India,Both,4.9,9.08,2.8,0.57,Educational,3.52,6.98,3.03,5.91,5.22,3.76,6.14,6.15,6.11,3.94,5.03,3.93,High
U09653,20,Female,UK,Working,4.57,9,0.64,2.14,Entertainment,4.72,6.3,1.03,4.26,5.36,4.48,5.8,2.99,8.21,6.48,4.9,5.27,Medium
U09654,22,Male,Australia,Student,5.85,9.52,3.73,1,Gaming,0.17,7.75,0.65,1.85,5.47,4.14,5.97,4.22,8.08,3.61,8.61,3.76,High
U09655,24,Female,India,Working,3.32,5.52,2.94,2.84,Gaming,3.67,6.55,1.91,6.89,3.81,2.98,6.46,3.41,5.87,4.39,3.64,4.47,Medium
U09656,25,Male,USA,Both,3.78,5.56,3.55,1.94,Lifestyle,2.28,7.57,1.24,5.98,5.04,5.22,5.1,4.35,7.67,6.34,4.99,4.67,Medium
U09657,26,Female,India,Student,2.73,3.84,3.33,3.27,News,3.19,8,1.89,9.73,3.56,3.07,7.83,3.47,8.34,7.36,3.74,6.71,Medium
U09658,23,Male,India,Student,0.5,5.37,2.06,2.24,Educational,3.02,5.65,3.2,3.37,5.21,5.84,3.53,2.64,4.69,3.85,5.58,2.12,High
U09659,26,Male,UK,Student,4.16,8.02,3.45,1.36,Educational,2.98,5.71,0.87,5.44,6.92,5.57,4.13,4.51,4.67,4.96,6.11,2.64,High
U09660,25,Male,Australia,Student,6.58,10.22,4.63,3.13,Lifestyle,5.51,4.62,1.03,5.22,6.12,6.87,3.94,6.28,3.67,4.83,8.62,1.56,High
U09661,26,Male,UK,Student,1.92,2.54,2.12,0,News,3.29,6.45,0.49,5.92,4.51,5.57,5.7,2.31,5.55,6.59,5.95,4.03,Medium
U09662,21,Female,UK,Student,2.07,5.7,4.2,1.47,News,1.43,8.23,1.75,4.54,5.53,4.29,5.64,2.96,7.31,4.22,6.1,3.99,High
U09663,26,Non-binary,USA,Student,4.45,7.65,4.55,1.4,News,3.3,7,3.74,7.65,6.56,4.13,6.23,3.98,7.3,5.92,4.24,5.09,Medium
U09664,24,Male,India,Student,3.66,6.99,3.15,1.95,Entertainment,2.54,6.95,0.2,6.01,4.49,3.93,6.48,5.68,7.86,4.29,3.67,4.94,Medium
U09665,22,Female,Australia,Working,6.25,8.83,2.82,0.16,Lifestyle,4.71,7.71,2.11,3.9,7.19,5.6,4.82,4.52,7.1,7.02,4.34,4.66,Medium
U09666,22,Female,Canada,Student,3.23,6.4,2.68,2.75,Entertainment,2.23,8.38,1.29,7.42,5.07,5.91,3.22,4.21,7.46,6.87,6.65,3.75,High
U09667,18,Male,Pakistan,Both,6.3,8.25,3.13,3.73,News,4.13,7.12,1.34,5.1,6.53,4.75,3.75,5.83,7.4,6.85,4.94,4.39,Medium
U09668,19,Male,UK,Student,4.67,7.74,5.81,1.43,Entertainment,3.54,7.34,0.65,6.44,6.58,4.62,4.53,3.18,7.81,4.23,4.12,4.07,Medium
U09669,20,Male,UK,Working,5.7,7.42,2.23,0.93,Educational,3.76,6.46,2.67,6.98,5.09,2.61,6.26,4.56,5.35,5.15,4.1,4.47,Medium
U09670,25,Female,UK,Student,2.8,6.82,3.64,2.15,Entertainment,1.35,6.96,3.35,4.42,5.87,6.97,4.88,4.92,7.78,4.03,6.12,3.38,High
U09671,23,Male,UK,Student,3.67,7.51,3.43,0.17,Entertainment,2.44,7.68,1.66,6.51,4.25,3.71,6.13,4.85,7.98,6.8,5.55,5.43,Medium
U09672,22,Male,Pakistan,Student,4.24,7.97,4.26,0.76,Gaming,3.74,5.89,2.31,2.97,4.47,3.4,5.49,3.48,5.51,6.89,5.97,4.4,Medium
U09673,18,Male,Canada,Working,4.53,6.02,2.95,0.89,Lifestyle,1.94,6.46,1.24,2.38,4.66,2.56,6.57,2.8,6.81,4.55,4.14,4.86,Medium
U09674,26,Female,USA,Working,2.91,6,3.41,0.76,News,4.39,5.77,1.27,7.05,5.8,5.05,3.75,5.02,6.26,4.85,6.78,2.98,High
U09675,20,Female,Canada,Working,3.25,6.97,2.06,1.13,Lifestyle,3.1,7.32,1.07,6.1,5.42,4.29,6.33,5.25,6.25,6.78,5.54,4.82,Medium
U09676,20,Male,Pakistan,Student,6.31,10.07,2.32,2.59,Educational,5.03,6.35,2.95,7.79,4.92,4.93,5.4,4.99,5.35,5.15,7.02,3.31,High
