Record_ID,User_ID,App_Name,Feature_Used,Keyword,Content_Category,Type,Usage_Duration_Minutes,Distraction_Score,Location,Date,Time_of_Day
9444,U0182,Instagram,Story,Match highlights,Sports,Distractive,10.4,3,College,2025-01-01,Afternoon
9445,U0470,Coursera,Story,Political news,News,Productive,8.9,3,Home,2025-01-27,Morning
9446,U0371,Slack,Feed,Online sale,Commerce,Distractive,70.5,2,Home,2025-10-21,Late Night
9447,U0500,WhatsApp,Explore,Online sale,Commerce,Distractive,35.7,2,Commute,2025-11-14,Afternoon
9448,U0006,YouTube,Reels/Shorts,Match highlights,Sports,Distractive,3.9,3,Library,2025-09-23,Morning
9449,U0423,Slack,Course Page,Shopping,Commerce,Distractive,18.7,3,College,2025-11-05,Afternoon
9450,U0152,Snapchat,DM/Chat,Music video,Entertainment,Distractive,25.8,4,Office,2025-03-19,Afternoon
9451,U0263,Amazon,Reels/Shorts,Live score,Sports,Distractive,29.4,3,Commute,2025-11-21,Afternoon
9452,U0325,Slack,Course Page,Random scrolling,Social Media,Distractive,65.7,5,College,2025-11-15,Night
9453,U0497,Coursera,Notification,Coding practice,Education,Productive,26,1,Hostel,2025-02-05,Morning
9454,U0074,Udemy,Story,Weather update,News,Productive,9.6,2,Outdoors,2025-12-13,Morning
9455,U0196,Google Classroom,Feed,Math tutorial,Education,Productive,31.8,1,Office,2025-09-12,Evening
9456,U0104,Telegram,Watch,Family chat,Communication,Productive,18.5,1,Library,2025-11-24,Night
9457,U0025,YouTube,Feed,Excel tutorial,Education,Productive,24.6,1,College,2025-04-26,Late Night
9458,U0239,Zoom,Feed,Shorts,Entertainment,Distractive,35.8,4,Library,2025-02-27,Evening
9459,U0480,Instagram,Feed,Fashion trends,Commerce,Distractive,65.2,2,College,2025-07-27,Evening
9460,U0319,Amazon,Notification,Shopping,Commerce,Distractive,62.8,2,Library,2025-01-20,Late Night
9461,U0419,Zoom,Explore,Discount coupons,Commerce,Distractive,22.7,3,Cafe,2025-06-25,Afternoon
9462,U0367,Facebook,Reels/Shorts,Local news,News,Productive,36.8,2,Library,2025-07-29,Morning
9463,U0223,Coursera,Notification,Product review,Commerce,Distractive,27.3,3,College,2025-11-28,Afternoon
9464,U0168,Telegram,Search,Breaking news,News,Productive,14.6,3,Hostel,2025-04-15,Evening
9465,U0360,Telegram,DM/Chat,Discount coupons,Commerce,Distractive,80.6,2,Library,2025-06-20,Afternoon
9466,U0212,Zoom,Notification,Client proposal,Business,Productive,51.7,2,Outdoors,2025-08-06,Night
9467,U0137,Amazon,Watch,Interview preparation,Education,Productive,21.9,2,Office,2025-11-23,Evening
9468,U0094,Gmail,Explore,Trending challenge,Entertainment,Distractive,27.4,4,Cafe,2025-10-29,Afternoon
9469,U0004,Zoom,Notification,Match highlights,Sports,Distractive,80.5,4,Outdoors,2025-08-03,Morning
9470,U0450,Facebook,Course Page,Science experiment,Education,Productive,55.9,2,Hostel,2025-11-02,Morning
9471,U0078,WhatsApp,Course Page,Live score,Sports,Distractive,14.9,2,Commute,2025-09-20,Morning
9472,U0461,YouTube,Explore,Chemistry notes,Education,Productive,18.2,1,Home,2025-03-08,Late Night
9473,U0420,Flipkart,Course Page,Technology news,News,Productive,32.5,3,Home,2025-02-15,Evening
9474,U0221,Twitter/X,Notification,Math tutorial,Education,Productive,55.2,1,College,2025-12-01,Late Night
9475,U0364,Instagram,Watch,Fashion trends,Commerce,Distractive,27.7,3,Cafe,2025-11-20,Afternoon
9476,U0488,Snapchat,Feed,Physics lecture,Education,Productive,56.7,2,Home,2025-04-06,Late Night
9477,U0235,Coursera,Notification,LinkedIn post,Business,Productive,3.7,2,Commute,2025-04-26,Night
9478,U0365,Twitter/X,Feed,Funny compilation,Entertainment,Distractive,26.7,5,Commute,2025-02-06,Morning
9479,U0072,Google Classroom,Notification,Trending hashtags,Social Media,Distractive,39.2,5,Home,2025-07-11,Evening
9480,U0252,Slack,Feed,Influencer content,Social Media,Distractive,72.7,5,Commute,2025-06-29,Morning
9481,U0377,Zoom,DM/Chat,Football clip,Sports,Distractive,52.6,4,Commute,2025-12-02,Morning
9482,U0430,Google Classroom,Notification,Conference call,Communication,Productive,53.7,1,Library,2025-06-18,Morning
9483,U0230,Facebook,Notification,Project management,Business,Productive,52.4,2,Home,2025-06-14,Late Night
9484,U0381,Gmail,Course Page,Current affairs,News,Productive,29.8,3,College,2025-01-25,Late Night
9485,U0005,Flipkart,Course Page,Team meeting,Communication,Productive,21.1,1,Cafe,2025-02-21,Morning
9486,U0101,TikTok,Search,Current affairs,News,Productive,5.5,2,Library,2025-10-21,Afternoon
9487,U0310,WhatsApp,Watch,Work discussion,Communication,Productive,58.3,2,Cafe,2025-04-19,Afternoon
9488,U0106,Slack,Watch,Movie clips,Entertainment,Distractive,87.6,4,Hostel,2025-05-31,Evening
9489,U0469,Flipkart,Search,Weather update,News,Productive,57.8,2,Outdoors,2025-11-07,Late Night
9490,U0433,Twitter/X,Story,Shorts,Entertainment,Distractive,84,5,College,2025-10-02,Late Night
9491,U0179,Twitter/X,DM/Chat,Market analysis,Business,Productive,49.3,2,Library,2025-02-22,Late Night
9492,U0249,Amazon,Watch,Email,Communication,Productive,48.7,1,Outdoors,2025-10-05,Late Night
9493,U0005,Google Classroom,Explore,Chemistry notes,Education,Productive,29.8,2,Cafe,2025-01-31,Late Night
9494,U0431,Twitter/X,Story,Shopping,Commerce,Distractive,76,3,Hostel,2025-12-13,Afternoon
9495,U0452,Coursera,Search,Video call,Communication,Productive,38.7,1,College,2025-02-26,Morning
9496,U0153,Google Classroom,Notification,Endless scrolling,Social Media,Distractive,38.3,4,College,2025-11-22,Morning
9497,U0269,Flipkart,Story,Work discussion,Communication,Productive,48.2,1,Commute,2025-09-05,Late Night
9498,U0288,Flipkart,Course Page,Reels,Entertainment,Distractive,26.5,5,Library,2025-06-26,Evening
9499,U0156,Amazon,Course Page,Football clip,Sports,Distractive,35.3,4,College,2025-07-17,Afternoon
9500,U0452,Gmail,DM/Chat,TV show clip,Entertainment,Distractive,18.8,5,College,2025-10-21,Night
9501,U0239,Coursera,Feed,DM chat casual,Social Media,Distractive,85.3,5,Cafe,2025-06-16,Afternoon
9502,U0211,Udemy,Reels/Shorts,Physics lecture,Education,Productive,13.5,2,Cafe,2025-04-22,Late Night
9503,U0325,Facebook,Notification,Project management,Business,Productive,55.1,1,Office,2025-12-15,Night
9504,U0400,Flipkart,Feed,Current affairs,News,Productive,16.4,2,Commute,2025-08-27,Morning
9505,U0016,LinkedIn,Watch,Sports news,Sports,Distractive,76.8,4,Outdoors,2025-06-07,Evening
9506,U0191,Amazon,Story,Colleague message,Communication,Productive,45.9,1,Library,2025-02-06,Late Night
9507,U0405,Gmail,Story,Live score,Sports,Distractive,73.6,4,Hostel,2025-05-17,Evening
9508,U0442,Google Classroom,Watch,Football clip,Sports,Distractive,84,3,Outdoors,2025-07-13,Afternoon
9509,U0452,Zoom,Notification,Video call,Communication,Productive,57.5,2,Commute,2025-12-30,Evening
9510,U0007,LinkedIn,DM/Chat,Stock market,Business,Productive,56,2,Commute,2025-02-25,Late Night
9511,U0268,LinkedIn,Notification,TV show clip,Entertainment,Distractive,39.5,5,Outdoors,2025-04-27,Morning
9512,U0483,TikTok,Search,Like notifications,Social Media,Distractive,21.1,4,Office,2025-05-17,Morning
9513,U0053,Google Classroom,Feed,Influencer content,Social Media,Distractive,8.4,4,Cafe,2025-11-07,Night
9514,U0267,Telegram,Watch,Local news,News,Productive,5.6,3,Commute,2025-05-18,Morning
9515,U0244,TikTok,Watch,Endless scrolling,Social Media,Distractive,50.2,4,Outdoors,2025-04-14,Late Night
9516,U0186,Gmail,DM/Chat,Product review,Commerce,Distractive,84.5,2,Commute,2025-12-23,Afternoon
9517,U0232,Google Classroom,Course Page,Investment tips,Business,Productive,1.6,2,Cafe,2025-07-14,Evening
9518,U0390,Coursera,Course Page,Colleague message,Communication,Productive,57,2,College,2025-07-04,Night
9519,U0009,Coursera,Feed,Match highlights,Sports,Distractive,35.8,4,College,2025-11-11,Afternoon
9520,U0088,Telegram,DM/Chat,Weather update,News,Productive,49.2,1,Commute,2025-12-26,Afternoon
9521,U0409,Instagram,Search,DM chat casual,Social Media,Distractive,12.9,5,Office,2025-11-21,Evening
9522,U0336,LinkedIn,Explore,Viral video,Entertainment,Distractive,69.8,5,Hostel,2025-07-15,Late Night
9523,U0046,Slack,DM/Chat,Trending challenge,Entertainment,Distractive,68.4,5,Home,2025-09-02,Evening
9524,U0075,LinkedIn,Watch,Weather update,News,Productive,41.5,3,Cafe,2025-12-23,Afternoon
9525,U0050,Zoom,Course Page,Sports news,Sports,Distractive,36.7,2,Office,2025-10-30,Night
9526,U0447,LinkedIn,DM/Chat,Colleague message,Communication,Productive,37.2,2,Home,2025-10-11,Afternoon
9527,U0497,Telegram,Search,Business news,Business,Productive,42.8,2,Office,2025-05-23,Morning
9528,U0168,Udemy,DM/Chat,Product review,Commerce,Distractive,85.8,3,Hostel,2025-10-11,Morning
9529,U0219,TikTok,Search,Shopping,Commerce,Distractive,12.1,2,Commute,2025-08-03,Afternoon
9530,U0193,Coursera,DM/Chat,Job search,Business,Productive,4.9,1,Cafe,2025-08-03,Night
9531,U0156,Twitter/X,Course Page,Cricket update,Sports,Distractive,52.2,4,Home,2025-01-02,Late Night
9532,U0459,Flipkart,Reels/Shorts,Weather update,News,Productive,22.7,2,Hostel,2025-11-01,Late Night
9533,U0476,Snapchat,Reels/Shorts,Team meeting,Communication,Productive,10.9,1,Commute,2025-05-21,Afternoon
9534,U0143,Twitter/X,Search,Startup news,Business,Productive,20.7,1,Hostel,2025-02-25,Evening
9535,U0170,Instagram,Story,World news,News,Productive,5.2,3,Commute,2025-09-16,Late Night
9536,U0485,Slack,DM/Chat,Client proposal,Business,Productive,45.9,2,Home,2025-05-28,Night
9537,U0360,Google Classroom,Explore,Product review,Commerce,Distractive,74.4,2,Library,2025-09-21,Afternoon
9538,U0355,Telegram,Explore,Job search,Business,Productive,32.6,1,Hostel,2025-07-20,Afternoon
9539,U0148,Udemy,Reels/Shorts,Voice message,Communication,Productive,49.5,1,Outdoors,2025-07-31,Night
9540,U0136,YouTube,DM/Chat,Fashion trends,Commerce,Distractive,30.9,2,Hostel,2025-02-01,Late Night
9541,U0212,Flipkart,Story,Web series clip,Entertainment,Distractive,5.4,5,Cafe,2025-09-01,Late Night
9542,U0328,Flipkart,Course Page,Project management,Business,Productive,32.2,1,Outdoors,2025-07-28,Morning
9543,U0279,TikTok,Notification,Wishlist browsing,Commerce,Distractive,55.5,2,College,2025-10-16,Afternoon
9544,U0203,LinkedIn,Course Page,Video call,Communication,Productive,38.3,2,Office,2025-03-01,Evening
9545,U0447,Snapchat,Search,Like notifications,Social Media,Distractive,82.6,4,Library,2025-05-24,Night
9546,U0228,WhatsApp,DM/Chat,Client call,Communication,Productive,24.3,1,College,2025-12-12,Night
9547,U0494,Instagram,Reels/Shorts,Online sale,Commerce,Distractive,83,3,Library,2025-07-04,Night
9548,U0005,Instagram,Notification,Shorts,Entertainment,Distractive,43.9,5,College,2025-05-13,Evening
9549,U0189,Instagram,Watch,Discount coupons,Commerce,Distractive,36.1,3,Commute,2025-08-31,Evening
9550,U0235,Telegram,Explore,Story updates,Social Media,Distractive,36.3,5,College,2025-06-17,Evening
9551,U0237,YouTube,Course Page,Excel tutorial,Education,Productive,49.7,1,Cafe,2025-06-27,Morning
9552,U0170,Slack,Feed,Comedy videos,Entertainment,Distractive,23.5,4,Home,2025-01-07,Late Night
9553,U0416,Google Classroom,Watch,Discount coupons,Commerce,Distractive,64.3,2,Library,2025-03-18,Afternoon
9554,U0387,WhatsApp,Story,Project update,Communication,Productive,6.1,2,Hostel,2025-07-30,Morning
9555,U0210,Telegram,DM/Chat,Sports news,Sports,Distractive,85.2,4,College,2025-12-05,Afternoon
9556,U0027,Snapchat,Reels/Shorts,Comedy videos,Entertainment,Distractive,57.8,5,Outdoors,2025-07-14,Evening
9557,U0402,Facebook,Course Page,Weather update,News,Productive,41.8,1,Outdoors,2025-12-23,Evening
9558,U0218,LinkedIn,Watch,Client call,Communication,Productive,20.4,1,Outdoors,2025-09-24,Morning
9559,U0230,Flipkart,Search,Wishlist browsing,Commerce,Distractive,4.5,3,Hostel,2025-04-02,Morning
9560,U0049,Facebook,Reels/Shorts,Fashion trends,Commerce,Distractive,40.7,3,Home,2025-12-10,Morning
9561,U0271,Gmail,Notification,Funny compilation,Entertainment,Distractive,36.3,5,College,2025-09-17,Morning
9562,U0065,Coursera,Explore,Colleague message,Communication,Productive,3.2,2,Home,2025-10-21,Night
9563,U0483,YouTube,Watch,Flash deals,Commerce,Distractive,74.3,3,Home,2025-11-05,Late Night
9564,U0262,YouTube,Explore,Sports news,Sports,Distractive,11.4,3,Commute,2025-02-19,Night
9565,U0405,Google Classroom,DM/Chat,Online sale,Commerce,Distractive,88.7,2,Outdoors,2025-09-21,Late Night
9566,U0096,Slack,Reels/Shorts,Colleague message,Communication,Productive,18.4,2,Home,2025-10-03,Late Night
9567,U0228,Facebook,Story,Discount coupons,Commerce,Distractive,40.7,3,Hostel,2025-11-02,Morning
9568,U0109,Google Classroom,Notification,Job search,Business,Productive,41.5,2,Cafe,2025-09-29,Night
9569,U0375,Gmail,Reels/Shorts,Gaming,Entertainment,Distractive,42.4,5,Commute,2025-08-21,Evening
9570,U0092,Zoom,Explore,World news,News,Productive,12.8,3,Library,2025-02-02,Evening
9571,U0072,Flipkart,Notification,Competitive exam tips,Education,Productive,3.9,1,Office,2025-10-30,Late Night
9572,U0380,Snapchat,Notification,Influencer content,Social Media,Distractive,8.4,5,Hostel,2025-08-22,Afternoon
9573,U0069,TikTok,Watch,Football clip,Sports,Distractive,7.3,3,Home,2025-01-26,Morning
9574,U0436,Zoom,Search,Local news,News,Productive,4.7,2,Outdoors,2025-11-18,Afternoon
9575,U0254,Udemy,Feed,Video call,Communication,Productive,57,1,Home,2025-06-23,Afternoon
9576,U0277,Amazon,Reels/Shorts,Football clip,Sports,Distractive,55.3,4,Hostel,2025-07-03,Afternoon
9577,U0278,Google Classroom,Feed,Dance videos,Entertainment,Distractive,35,5,Outdoors,2025-08-28,Night
9578,U0153,YouTube,DM/Chat,Football clip,Sports,Distractive,14.1,4,Library,2025-12-26,Late Night
9579,U0376,Instagram,Feed,Family chat,Communication,Productive,1.6,2,Commute,2025-12-24,Late Night
9580,U0455,Flipkart,Watch,Flash deals,Commerce,Distractive,8.4,2,Library,2025-03-31,Morning
9581,U0209,Amazon,Story,Technology news,News,Productive,10.9,2,Hostel,2025-08-04,Afternoon
9582,U0302,Gmail,Reels/Shorts,Comedy videos,Entertainment,Distractive,89.6,5,Outdoors,2025-12-22,Late Night
9583,U0069,YouTube,DM/Chat,Technology news,News,Productive,50.9,3,Outdoors,2025-03-13,Night
9584,U0475,Twitter/X,Reels/Shorts,Project update,Communication,Productive,48.3,1,Cafe,2025-06-07,Late Night
9585,U0379,Gmail,Explore,Football clip,Sports,Distractive,54.4,3,Library,2025-03-14,Evening
9586,U0181,YouTube,Watch,Match highlights,Sports,Distractive,80.8,3,Home,2025-11-16,Afternoon
9587,U0284,Slack,Feed,Investment tips,Business,Productive,14.5,1,Home,2025-10-18,Late Night
9588,U0227,Coursera,Story,Coding practice,Education,Productive,9.5,2,Cafe,2025-10-11,Evening
9589,U0222,Google Classroom,Course Page,Email,Communication,Productive,29.5,2,Outdoors,2025-11-18,Afternoon
9590,U0122,Flipkart,Feed,Like notifications,Social Media,Distractive,85.2,5,Office,2025-09-23,Evening
9591,U0082,Coursera,Watch,History lecture,Education,Productive,9.9,2,Hostel,2025-05-16,Evening
9592,U0053,Google Classroom,Notification,Stock market,Business,Productive,3.5,1,Commute,2025-05-08,Afternoon
9593,U0165,Udemy,Notification,Random scrolling,Social Media,Distractive,75.5,4,Hostel,2025-11-24,Afternoon
9594,U0171,Amazon,Search,Trending challenge,Entertainment,Distractive,8.9,4,Commute,2025-08-22,Late Night
9595,U0436,TikTok,Feed,Cricket update,Sports,Distractive,85.4,3,Cafe,2025-05-25,Morning
9596,U0264,Twitter/X,Search,Group chat,Communication,Productive,45.8,2,Commute,2025-05-19,Late Night
9597,U0153,Snapchat,Reels/Shorts,Language learning,Education,Productive,30,2,Outdoors,2025-10-14,Evening
9598,U0482,Flipkart,Explore,Voice message,Communication,Productive,33.9,1,Office,2025-10-13,Night
9599,U0171,Amazon,Search,Physics lecture,Education,Productive,34.4,2,Hostel,2025-08-24,Evening
9600,U0353,Coursera,Search,Memes,Entertainment,Distractive,28.5,4,Office,2025-11-23,Morning
9601,U0289,Udemy,Story,Project update,Communication,Productive,40.4,1,Office,2025-07-11,Late Night
9602,U0151,Snapchat,Story,Weather update,News,Productive,34.7,2,Office,2025-04-28,Night
9603,U0206,Snapchat,Reels/Shorts,Group chat,Communication,Productive,15.6,1,Commute,2025-03-01,Morning
9604,U0023,Zoom,Course Page,Match highlights,Sports,Distractive,39.4,3,Office,2025-11-19,Afternoon
9605,U0350,Zoom,Watch,Business news,Business,Productive,8.6,2,Library,2025-11-25,Evening
9606,U0336,Zoom,DM/Chat,Sports news,Sports,Distractive,42.4,4,Home,2025-03-06,Night
9607,U0285,Instagram,Search,SQL tutorial,Education,Productive,10.7,1,Commute,2025-02-21,Evening
9608,U0083,Twitter/X,Feed,Follower count check,Social Media,Distractive,24,4,College,2025-12-23,Evening
9609,U0086,Twitter/X,Course Page,Web series clip,Entertainment,Distractive,9.6,5,Hostel,2025-05-20,Morning
9610,U0303,WhatsApp,Reels/Shorts,Gossip,Entertainment,Distractive,11.9,5,Office,2025-10-25,Morning
9611,U0352,Telegram,Watch,Sports news,Sports,Distractive,11.3,2,College,2025-02-15,Night
9612,U0063,Telegram,Explore,Job search,Business,Productive,2,2,Home,2025-10-18,Morning
9613,U0029,Udemy,Reels/Shorts,World news,News,Productive,31.8,1,Outdoors,2025-02-16,Late Night
9614,U0055,WhatsApp,DM/Chat,Technology news,News,Productive,42.9,1,Outdoors,2025-11-07,Afternoon
9615,U0263,Slack,Course Page,Language learning,Education,Productive,47,1,College,2025-09-04,Morning
9616,U0095,TikTok,Course Page,Like notifications,Social Media,Distractive,11.2,4,College,2025-07-06,Afternoon
9617,U0101,Udemy,DM/Chat,Data Science course,Education,Productive,46.7,1,Commute,2025-07-02,Late Night
9618,U0154,Facebook,Reels/Shorts,Video call,Communication,Productive,10.5,2,College,2025-07-31,Late Night
9619,U0422,Coursera,Explore,Math tutorial,Education,Productive,20.6,2,Home,2025-10-04,Late Night
9620,U0032,Twitter/X,Reels/Shorts,Startup news,Business,Productive,58.5,1,Hostel,2025-01-05,Late Night
9621,U0208,TikTok,Explore,Work discussion,Communication,Productive,21.2,2,Home,2025-10-13,Evening
9622,U0316,Amazon,Story,Resume building,Business,Productive,12.6,2,College,2025-12-16,Morning
9623,U0453,Slack,Story,Math tutorial,Education,Productive,24.4,1,Commute,2025-02-18,Afternoon
9624,U0426,Snapchat,Course Page,Football clip,Sports,Distractive,29.8,3,Cafe,2025-07-01,Late Night
9625,U0429,Instagram,Search,Client call,Communication,Productive,12.4,1,Cafe,2025-06-28,Late Night
9626,U0274,TikTok,Explore,Client proposal,Business,Productive,11.1,2,College,2025-07-29,Night
9627,U0060,Gmail,Explore,Follower count check,Social Media,Distractive,1.5,5,Outdoors,2025-10-11,Late Night
9628,U0065,Instagram,Search,Cricket update,Sports,Distractive,54.8,2,Cafe,2025-01-18,Late Night
9629,U0431,Flipkart,Notification,Conference call,Communication,Productive,46.2,2,Home,2025-07-26,Evening
9630,U0321,WhatsApp,Notification,Like notifications,Social Media,Distractive,87.6,4,Outdoors,2025-11-24,Morning
9631,U0224,Slack,Search,Football clip,Sports,Distractive,18,4,Commute,2025-02-27,Late Night
9632,U0171,Slack,Explore,Interview preparation,Education,Productive,54.5,2,Commute,2025-12-12,Morning
9633,U0245,Gmail,Reels/Shorts,Influencer content,Social Media,Distractive,14.8,5,Commute,2025-02-28,Evening
9634,U0396,LinkedIn,Story,Trending hashtags,Social Media,Distractive,49,4,Cafe,2025-10-19,Morning
9635,U0239,YouTube,Watch,Market analysis,Business,Productive,6.9,1,College,2025-01-24,Late Night
9636,U0009,TikTok,Search,Startup news,Business,Productive,19.9,1,Cafe,2025-01-17,Evening
9637,U0285,Gmail,DM/Chat,World news,News,Productive,58.5,1,Office,2025-07-16,Morning
9638,U0207,Gmail,Search,Chemistry notes,Education,Productive,46.4,1,Commute,2025-07-26,Evening
9639,U0112,Slack,Explore,Product review,Commerce,Distractive,67.7,3,Home,2025-03-08,Night
9640,U0425,Slack,Feed,Discount coupons,Commerce,Distractive,2.1,3,Cafe,2025-10-09,Late Night
9641,U0043,Google Classroom,Reels/Shorts,Work discussion,Communication,Productive,56.4,2,Commute,2025-11-30,Morning
9642,U0448,Twitter/X,Reels/Shorts,Discount coupons,Commerce,Distractive,51.2,2,Library,2025-04-26,Morning
9643,U0180,Udemy,Course Page,Flash deals,Commerce,Distractive,40.3,2,Home,2025-06-03,Afternoon
9644,U0216,Snapchat,Feed,Family chat,Communication,Productive,15,2,Hostel,2025-11-07,Evening
9645,U0112,Google Classroom,Reels/Shorts,Gossip,Entertainment,Distractive,28.8,5,College,2025-09-29,Night
9646,U0173,Flipkart,Notification,Product review,Commerce,Distractive,31.9,2,Cafe,2025-05-03,Evening
9647,U0144,LinkedIn,DM/Chat,Stock market,Business,Productive,18.3,1,Office,2025-01-29,Afternoon
9648,U0323,Slack,DM/Chat,Online sale,Commerce,Distractive,17.1,2,Home,2025-04-04,Late Night
9649,U0428,Coursera,Watch,Match highlights,Sports,Distractive,11.9,3,Outdoors,2025-05-01,Night
9650,U0333,Flipkart,Notification,Project update,Communication,Productive,29.9,2,Commute,2025-10-09,Night
9651,U0144,Udemy,Watch,Market analysis,Business,Productive,12.5,2,College,2025-02-26,Night
9652,U0426,TikTok,Reels/Shorts,Football clip,Sports,Distractive,6.1,4,Library,2025-08-07,Morning
9653,U0240,Twitter/X,DM/Chat,Sports news,Sports,Distractive,52.4,4,Home,2025-11-13,Morning
9654,U0208,Coursera,DM/Chat,Endless scrolling,Social Media,Distractive,9.6,5,Outdoors,2025-01-04,Evening
9655,U0382,Amazon,DM/Chat,Market analysis,Business,Productive,57.5,1,Hostel,2025-09-16,Late Night
9656,U0197,LinkedIn,Explore,Current affairs,News,Productive,44.8,1,Hostel,2025-05-24,Morning
9657,U0479,Coursera,Story,Flash deals,Commerce,Distractive,65.7,2,Outdoors,2025-12-12,Night
9658,U0127,LinkedIn,Course Page,World news,News,Productive,47.4,1,Office,2025-03-03,Late Night
9659,U0043,Slack,Notification,Work discussion,Communication,Productive,28.5,1,Commute,2025-05-04,Evening
9660,U0364,Twitter/X,Notification,Football clip,Sports,Distractive,31.1,3,Cafe,2025-08-22,Night
9661,U0473,Gmail,Story,Investment tips,Business,Productive,51.2,2,Library,2025-06-14,Evening
9662,U0493,Twitter/X,Search,Science experiment,Education,Productive,19.8,1,Outdoors,2025-06-27,Late Night
9663,U0092,Udemy,Explore,Sports news,Sports,Distractive,54.5,4,Home,2025-06-06,Afternoon
9664,U0366,Zoom,Story,Online certification,Education,Productive,40.1,2,Home,2025-03-29,Afternoon
9665,U0440,Facebook,Watch,Live score,Sports,Distractive,3.7,4,Cafe,2025-11-28,Morning
9666,U0286,Udemy,Notification,Football clip,Sports,Distractive,29.9,4,Office,2025-09-26,Night
9667,U0046,Zoom,Reels/Shorts,Fashion trends,Commerce,Distractive,79.7,2,Hostel,2025-10-13,Morning
9668,U0185,Instagram,Reels/Shorts,Follower count check,Social Media,Distractive,57.5,4,Cafe,2025-12-11,Afternoon
9669,U0266,Instagram,Story,Project management,Business,Productive,50.8,2,Outdoors,2025-11-11,Evening
9670,U0468,Udemy,Story,Business news,Business,Productive,35.2,1,Office,2025-02-25,Evening
9671,U0210,Udemy,Story,Online sale,Commerce,Distractive,87,2,College,2025-08-16,Night
9672,U0176,YouTube,Course Page,Product review,Commerce,Distractive,12.6,2,Library,2025-03-27,Afternoon
9673,U0059,Snapchat,Notification,DM chat casual,Social Media,Distractive,29.5,4,Outdoors,2025-02-22,Afternoon
9674,U0149,Flipkart,Feed,DM chat casual,Social Media,Distractive,57.8,5,Hostel,2025-10-09,Morning
9675,U0465,Google Classroom,Search,Sports news,Sports,Distractive,63,2,Hostel,2025-12-21,Late Night
9676,U0471,Udemy,Explore,Business news,Business,Productive,27.7,2,Outdoors,2025-09-09,Morning
9677,U0326,Coursera,Feed,Sports news,Sports,Distractive,76,4,Home,2025-07-15,Morning
9678,U0397,Zoom,Watch,Cricket update,Sports,Distractive,23.7,4,College,2025-12-06,Night
9679,U0417,Twitter/X,Explore,Language learning,Education,Productive,43.9,1,Outdoors,2025-04-25,Afternoon
9680,U0465,Zoom,DM/Chat,Group chat,Communication,Productive,51.9,2,Home,2025-02-28,Afternoon
9681,U0393,Udemy,Watch,Team meeting,Communication,Productive,11.6,2,Office,2025-09-10,Evening
9682,U0013,Google Classroom,Reels/Shorts,Political news,News,Productive,18.1,1,Cafe,2025-01-10,Morning
9683,U0092,Google Classroom,Watch,Gaming,Entertainment,Distractive,48.2,5,Home,2025-02-27,Late Night
9684,U0326,Gmail,Notification,Cricket update,Sports,Distractive,35.8,2,Office,2025-06-12,Morning
9685,U0495,WhatsApp,Watch,Memes,Entertainment,Distractive,32.6,5,College,2025-05-11,Afternoon
9686,U0353,Instagram,Explore,Machine Learning,Education,Productive,12.1,2,Hostel,2025-12-01,Late Night
9687,U0130,Amazon,Reels/Shorts,Funny compilation,Entertainment,Distractive,46.6,5,Commute,2025-07-13,Morning
9688,U0173,Zoom,Watch,Research paper,Education,Productive,2.5,2,Hostel,2025-01-15,Morning
9689,U0036,Udemy,Watch,Breaking news,News,Productive,58.9,2,Hostel,2025-11-16,Night
9690,U0126,Telegram,Notification,Business news,Business,Productive,50.2,1,Commute,2025-08-27,Night
9691,U0323,Zoom,Reels/Shorts,Football clip,Sports,Distractive,17.5,2,Outdoors,2025-01-27,Late Night
9692,U0490,Udemy,DM/Chat,Political news,News,Productive,1.4,2,College,2025-02-23,Morning
9693,U0120,TikTok,Story,Freelance work,Business,Productive,27.5,1,Library,2025-10-15,Night
9694,U0131,Gmail,Search,Political news,News,Productive,44.8,1,Home,2025-06-30,Morning
9695,U0053,Zoom,Explore,Product review,Commerce,Distractive,35.9,3,Hostel,2025-03-15,Night
9696,U0126,Google Classroom,Feed,Current affairs,News,Productive,7.4,1,Office,2025-07-23,Evening
9697,U0093,Gmail,Notification,Match highlights,Sports,Distractive,33.7,2,Library,2025-08-13,Evening
9698,U0195,Flipkart,Watch,Breaking news,News,Productive,37.9,2,Office,2025-01-22,Late Night
9699,U0345,LinkedIn,DM/Chat,Sports news,Sports,Distractive,18.4,2,Cafe,2025-06-05,Afternoon
9700,U0165,Amazon,DM/Chat,Product review,Commerce,Distractive,14.9,2,Hostel,2025-04-15,Late Night
9701,U0142,WhatsApp,Watch,Wishlist browsing,Commerce,Distractive,58.9,3,Library,2025-09-05,Morning
9702,U0496,Twitter/X,Reels/Shorts,Follower count check,Social Media,Distractive,74.9,4,Library,2025-09-28,Evening
9703,U0354,TikTok,Reels/Shorts,Local news,News,Productive,52,2,College,2025-04-10,Evening
9704,U0233,Gmail,Story,Gossip,Entertainment,Distractive,3.2,5,Office,2025-11-19,Late Night
9705,U0433,WhatsApp,Reels/Shorts,Endless scrolling,Social Media,Distractive,7.5,4,College,2025-10-20,Evening
9706,U0080,Amazon,Notification,Skill development,Education,Productive,55.9,1,Library,2025-01-23,Late Night
9707,U0427,WhatsApp,Feed,Video call,Communication,Productive,30.9,2,Outdoors,2025-09-10,Late Night
